Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
45,Chandler Jones,ARI,OLB,15,0,0,0,0,0,0,0,0,19,0,8,3,12.3,184.55
46,Leonard Fournette,JAX,RB,15,0,0,0,1152,3,76,522,0,0,0,0,0,12.2,183.4
47,Kenny Golladay,DET,WR,16,0,0,0,0,0,65,1190,11,0,0,0,0,11.4,183
48,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,54,20,22,18,11.2,180
49,Kyle Allen,CAR,QB,13,3322,17,16,106,2,0,0,0,0,0,0,0,13.7,177.48
50,Cooper Kupp,LAR,WR,16,0,0,0,4,0,94,1161,10,0,0,0,0,11,176.5
51,Julio Jones,ATL,WR,15,0,0,0,-3,0,99,1394,6,0,0,0,0,11.7,175.1
52,DeVante Parker,MIA,WR,16,0,0,0,0,0,72,1202,9,0,0,0,0,10.9,174.2
53,Josh Jacobs,LV,RB,13,0,0,0,1150,7,20,166,0,0,0,0,0,13.2,171.6
54,Miles Sanders,PHI,RB,16,0,0,0,818,3,50,509,3,0,0,0,0,10.5,168.7
55,Jordan Hicks,ARI,ILB,16,0,0,0,0,0,0,0,0,1.5,3,2,1,10.5,168.65
56,Alvin Kamara,NO,RB,14,13,0,0,797,5,81,533,1,0,0,0,0,12,167.52
57,Amari Cooper,DAL,WR,16,0,0,0,6,0,79,1189,8,0,0,0,0,10.5,167.5
58,Marlon Mack,IND,RB,14,0,0,0,1091,8,14,82,0,0,0,0,0,12,167.3
59,Matthew Stafford,DET,QB,8,2499,19,5,66,0,0,0,0,0,0,0,0,20.8,166.56
60,Mike Evans,TB,WR,13,0,0,0,0,0,67,1157,8,0,0,0,0,12.7,165.7
61,A.J. Brown,TEN,WR,16,0,0,0,60,1,52,1051,8,0,0,0,0,10.3,165.1
62,DeAndre Hopkins,HOU,WR,15,6,1,1,18,0,104,1165,7,0,0,0,0,11,164.54
63,Kenyan Drake,ARI,RB,14,0,0,0,817,8,50,345,0,0,0,0,0,11.7,164.2
64,San Francisco 49ers,SF,DST,16,0,0,0,0,0,0,0,0,48,12,22,15,10.2,163
65,Phillip Lindsay,DEN,RB,16,0,0,0,1011,7,35,196,0,0,0,0,0,10.2,162.7
66,Logan Ryan,TEN,CB,16,0,0,0,0,0,0,0,0,4.5,4,4,0,10.1,162.15
67,Cory Littleton,LAR,ILB,16,0,0,0,0,0,0,0,0,3.5,2,2,4,9.9,159
68,Darius Leonard,IND,OLB,13,0,0,0,0,0,0,0,0,5,5,2,0,12.1,157.65
69,Keenan Allen,LAC,WR,16,0,0,0,16,0,104,1199,6,0,0,0,0,9.8,157.5
70,Joe Schobert,CLE,ILB,16,0,0,0,0,0,0,0,0,2,4,2,1,9.8,157.4
71,Travis Kelce,KC,TE,16,0,0,0,4,1,97,1229,5,0,0,0,0,9.8,157.3
72,Bobby Wagner,SEA,ILB,16,0,0,0,0,0,0,0,0,3,1,1,1,9.8,157.1
73,Allen Robinson II,CHI,WR,16,0,0,0,2,0,98,1147,7,0,0,0,0,9.8,156.9
74,Julian Edelman,NE,WR,16,47,1,0,27,0,100,1117,6,0,0,0,0,9.8,156.28
75,Jarvis Landry,CLE,WR,16,0,0,0,10,0,83,1174,6,0,0,0,0,9.6,154.4
76,Danielle Hunter,MIN,DE,16,0,0,0,0,0,0,0,0,14.5,0,3,1,9.6,153.35
77,Tyler Lockett,SEA,WR,16,0,0,0,-5,0,82,1057,8,0,0,0,0,9.6,153.2
78,Harrison Butker,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.6,153
79,Budda Baker,ARI,FS,16,0,0,0,0,0,0,0,0,0.5,0,2,1,9.6,152.9
80,DJ Chark Jr.,JAX,WR,15,0,0,0,20,0,73,1008,8,0,0,0,0,10.2,152.8
81,Blake Martinez,GB,ILB,16,0,0,0,0,0,0,0,0,3,1,1,0,9.5,152
82,Raheem Mostert,SF,RB,16,0,0,0,772,8,14,180,2,0,0,0,1,9.4,151.2
83,Jaylon Smith,DAL,ILB,16,0,0,0,0,0,0,0,0,2.5,1,2,1,9.4,151.1
84,Fred Warner,SF,ILB,16,0,0,0,0,0,0,0,0,3,1,2,0,9.4,150.6
85,Courtland Sutton,DEN,WR,16,38,0,0,17,0,72,1112,6,0,0,0,0,9.4,150.42
86,Eric Reid,CAR,SS,16,0,0,0,0,0,0,0,0,4,0,1,2,9.4,150
86,Wil Lutz,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.4,150
86,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,37,13,13,12,9.4,150
89,Stefon Diggs,MIN,WR,15,0,0,0,61,0,63,1130,6,0,0,0,0,9.9,149.1
90,Le'Veon Bell,NYJ,RB,15,0,0,0,789,3,66,461,1,0,0,0,0,9.9,149
91,John Brown,BUF,WR,15,28,1,0,7,0,72,1060,6,0,0,0,0,9.9,147.82
92,Jamie Collins Sr.,NE,LB,16,0,0,0,0,0,0,0,0,7,3,3,1,9.2,147.45
93,Lavonte David,TB,ILB,16,0,0,0,0,0,0,0,0,1,1,3,1,9.2,146.9
94,Michael Gallup,DAL,WR,14,0,0,0,0,0,66,1107,6,0,0,0,0,10.5,146.7
95,Demario Davis,NO,OLB,16,0,0,0,0,0,0,0,0,4,1,0,0,9.1,146.2
96,Zach Cunningham,HOU,OLB,16,0,0,0,0,0,0,0,0,2,0,0,2,9.1,146.1
97,Los Angeles Rams,LAR,DST,16,0,0,0,0,0,0,0,0,50,13,14,11,9.1,146
98,David Montgomery,CHI,RB,16,0,0,0,889,6,25,185,1,0,0,0,0,9.1,145.4
99,Za'Darius Smith,GB,OLB,16,0,0,0,0,0,0,0,0,13.5,0,1,0,9,144.75
100,Kansas City Chiefs,KC,DST,16,0,0,0,0,0,0,0,0,45,16,12,7,9,144
101,Luke Kuechly,CAR,ILB,16,0,0,0,0,0,0,0,0,0,2,0,0,9,143.5
101,DJ Moore,CAR,WR,15,0,0,0,40,0,87,1175,4,0,0,0,0,9.6,143.5
103,Mark Andrews,BAL,TE,15,0,0,0,0,0,64,852,10,0,0,0,0,9.5,143.2
103,Bud Dupree,PIT,OLB,16,0,0,0,0,0,0,0,0,11.5,0,4,2,9,143.2
103,Carlos Hyde,HOU,RB,16,0,0,0,1070,6,10,42,0,0,0,0,0,9,143.2
106,Jamal Adams,NYJ,SS,14,0,0,0,0,0,0,0,0,6.5,1,2,1,10.2,143.15
107,Justin Tucker,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.9,143
107,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,48,17,20,14,8.9,143
109,Robert Woods,LAR,WR,15,0,0,0,115,1,90,1134,2,0,0,0,0,9.5,142.9
110,Joey Bosa,LAC,DE,16,0,0,0,0,0,0,0,0,11.5,0,1,0,8.8,141.05
111,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,51,13,11,10,8.8,141
112,Sony Michel,NE,RB,16,0,0,0,912,7,12,94,0,0,0,0,0,8.8,140.6
113,De'Vondre Campbell,ATL,OLB,16,0,0,0,0,0,0,0,0,2,2,3,1,8.8,140.3
114,Matthew Judon,BAL,OLB,16,0,0,0,0,0,0,0,0,9.5,0,4,0,8.7,139.95
115,Cameron Heyward,PIT,DT,16,0,0,0,0,0,0,0,0,9,0,1,1,8.7,139.1
116,Tampa Bay Buccaneers,TB,DST,16,0,0,0,0,0,0,0,0,47,12,23,17,8.7,139
117,Melvin Gordon III,LAC,RB,12,0,0,0,612,8,42,296,1,0,0,0,0,11.6,138.8
118,Devonta Freeman,ATL,RB,14,0,0,0,656,2,59,410,4,0,0,0,0,9.9,138.6
119,George Kittle,SF,TE,14,0,0,0,22,0,85,1053,5,0,0,0,0,9.8,137.5
120,Devin Bush,PIT,ILB,16,0,0,0,0,0,0,0,0,1,2,1,4,8.5,136.4
121,Markus Golden,NYG,OLB,16,0,0,0,0,0,0,0,0,10,0,0,1,8.5,135.6
122,Ronald Jones II,TB,RB,16,0,0,0,724,6,31,309,0,0,0,0,0,8.5,135.3
123,Dante Fowler Jr.,LAR,OLB,16,0,0,0,0,0,0,0,0,11.5,0,2,1,8.4,134.85
124,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,15.5,0,0,1,8.4,134.8
125,Calvin Ridley,ATL,WR,13,0,0,0,34,0,63,866,7,0,0,0,0,10.3,134
125,Matt Gay,TB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.4,134
127,Terry McLaurin,WAS,WR,14,0,0,0,0,0,58,919,7,0,0,0,0,9.6,133.9
128,Tyler Boyd,CIN,WR,16,0,0,0,23,0,90,1046,5,0,0,0,0,8.3,132.9
129,Deebo Samuel,SF,WR,15,0,0,0,159,3,57,802,3,0,0,0,0,8.8,132.1
130,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,44,14,17,10,8.2,132
130,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,35,12,10,9,8.2,132
132,Marvin Jones Jr.,DET,WR,13,0,0,0,0,0,62,779,9,0,0,0,0,10.1,131.9
133,Jerome Baker,MIA,LB,16,0,0,0,0,0,0,0,0,1.5,1,2,0,8.2,131.8
134,Zane Gonzalez,ARI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.2,131
134,Darren Waller,LV,TE,16,0,0,0,5,0,90,1145,3,0,0,0,0,8.2,131
136,Devin White,TB,ILB,13,0,0,0,0,0,0,0,0,2.5,1,3,4,10,130.4
137,Tyreek Hill,KC,WR,12,0,0,0,23,0,58,860,7,0,0,0,0,10.9,130.3
138,Aaron Donald,LAR,DT,16,0,0,0,0,0,0,0,0,12.5,0,2,1,8.1,130.25
139,Adrian Peterson,WAS,RB,15,0,0,0,898,5,17,142,0,0,0,0,0,8.7,130
140,Davante Adams,GB,WR,12,0,0,0,0,0,83,997,5,0,0,0,0,10.8,129.7
141,DK Metcalf,SEA,WR,16,0,0,0,11,0,58,900,7,0,0,0,0,8.1,129.1
142,Anthony Walker,IND,ILB,16,0,0,0,0,0,0,0,0,2.5,1,1,0,8,128.8
143,James White,NE,RB,15,35,0,0,263,1,72,645,5,0,0,0,0,8.5,128.2
144,Jordan Poyer,BUF,SS,16,0,0,0,0,0,0,0,0,1,2,4,3,8,128
145,Zach Ertz,PHI,TE,15,0,0,0,0,0,88,916,6,0,0,0,0,8.5,127.6
146,Odell Beckham Jr.,CLE,WR,16,20,0,0,10,0,74,1035,4,0,0,0,0,8,127.3
147,Dan Bailey,MIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.9,127
147,Matt Prater,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.9,127
147,K.J. Wright,SEA,OLB,16,0,0,0,0,0,0,0,0,0,3,0,0,7.9,127
150,Vonn Bell,NO,SS,13,0,0,0,0,0,0,0,0,1.5,1,2,5,9.8,126.9
151,Carlos Dunlap II,CIN,DE,14,0,0,0,0,0,0,0,0,9,0,2,0,9.1,126.85
152,Josh Lambo,JAX,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.9,126
153,Tennessee Titans,TEN,DST,16,0,0,0,0,0,0,0,0,43,14,10,9,7.8,125
154,Jared Cook,NO,TE,14,0,0,0,0,0,43,705,9,0,0,0,0,8.9,124.5
155,Rashaan Evans,TEN,ILB,16,0,0,0,0,0,0,0,0,2.5,0,0,1,7.8,124.35
156,Preston Smith,GB,OLB,16,0,0,0,0,0,0,0,0,12,1,1,0,7.8,124.3
156,Emmanuel Sanders,SF,WR,17,35,1,0,0,0,66,869,5,0,0,0,0,7.3,124.3
158,Tremaine Edmunds,BUF,LB,16,0,0,0,0,0,0,0,0,1.5,1,0,0,7.8,124.15
159,Greg Zuerlein,LAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.8,124
159,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,41,15,14,8,7.8,124
161,Latavius Murray,NO,RB,16,0,0,0,637,5,34,235,1,0,0,0,0,7.7,123.2
162,Landon Collins,WAS,SS,15,0,0,0,0,0,0,0,0,1,0,2,0,8.2,122.9
163,Yannick Ngakoue,JAX,DE,15,0,0,0,0,0,0,0,0,8,1,4,1,8.2,122.8
164,Joey Slye,CAR,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
164,Darius Slayton,NYG,WR,14,0,0,0,0,0,48,740,8,0,0,0,0,8.7,122
166,Eric Kendricks,MIN,ILB,15,0,0,0,0,0,0,0,0,0.5,0,2,2,8.1,121.95
167,Nick Bosa,SF,DE,16,0,0,0,0,0,0,0,0,9,1,1,2,7.5,120.7
168,Brandon McManus,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.5,120
169,Harold Landry III,TEN,OLB,16,0,0,0,0,0,0,0,0,9,1,1,2,7.5,119.85
170,Jamison Crowder,NYJ,WR,16,0,0,0,4,0,78,833,6,0,0,0,0,7.5,119.7
170,DeForest Buckner,SF,DT,16,0,0,0,0,0,0,0,0,7.5,0,2,4,7.5,119.7
172,Khalil Mack,CHI,OLB,16,0,0,0,0,0,0,0,0,8.5,0,5,1,7.5,119.55
173,Deion Jones,ATL,ILB,16,0,0,0,0,0,0,0,0,0,1,0,1,7.4,119
174,Devin Singletary,BUF,RB,12,0,0,0,775,2,29,194,2,0,0,0,0,9.9,118.9
175,Maxx Crosby,LV,DE,16,0,0,0,0,0,0,0,0,10,0,4,0,7.4,118.45
176,Matt Milano,BUF,OLB,15,0,0,0,0,0,0,0,0,1.5,0,1,1,7.9,118.25
177,Justin Houston,IND,OLB,16,0,0,0,0,0,0,0,0,11,0,2,3,7.4,118.1
178,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,28,16,18,16,7.4,118
179,Shaq Thompson,CAR,ILB,14,0,0,0,0,0,0,0,0,3,0,0,0,8.4,117.8
179,Cole Beasley,BUF,WR,15,0,0,0,0,0,67,778,6,0,0,0,0,7.9,117.8
181,Curtis Samuel,CAR,WR,16,0,0,0,130,1,54,627,6,0,0,0,0,7.4,117.7
182,Harrison Smith,MIN,SS,15,0,0,0,0,0,0,0,0,1,3,2,2,7.8,117.4
183,Calais Campbell,JAX,DE,16,0,0,0,0,0,0,0,0,6.5,0,2,1,7.3,117.2
184,Chris Boswell,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
185,Malcolm Jenkins,PHI,SS,16,0,0,0,0,0,0,0,0,2.5,0,3,1,7.3,116.9
186,Austin Hooper,ATL,TE,13,0,0,0,0,0,75,787,6,0,0,0,0,9,116.7
187,Marlon Humphrey,BAL,CB,16,0,0,0,0,0,0,0,0,0,3,2,3,7.2,116
188,Jayon Brown,TEN,ILB,14,0,0,0,0,0,0,0,0,1,1,0,1,8.2,115.1
189,Todd Davis,DEN,ILB,14,0,0,0,0,0,0,0,0,0,0,0,0,8.2,115
190,Sam Hubbard,CIN,DE,15,0,0,0,0,0,0,0,0,8.5,0,1,0,7.6,114.65
191,Tevin Coleman,SF,RB,14,0,0,0,544,6,21,180,1,0,0,0,0,8.2,114.4
192,Shawn Williams,CIN,SS,16,0,0,0,0,0,0,0,0,1,1,0,0,7.1,114.3
193,Kyle Van Noy,NE,LB,15,0,0,0,0,0,0,0,0,6.5,0,3,2,7.6,114.25
194,Arik Armstead,SF,DE,16,0,0,0,0,0,0,0,0,10,0,2,1,7.1,113.7
195,Nick Vigil,CIN,OLB,16,0,0,0,0,0,0,0,0,1,1,1,2,7.1,113.5
195,Antoine Bethea,NYG,FS,16,0,0,0,0,0,0,0,0,0,1,0,2,7.1,113.5
197,Jason Myers,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.1,113
198,Grady Jarrett,ATL,DT,16,0,0,0,0,0,0,0,0,7.5,0,2,0,7.1,112.9
199,Tracy Walker III,DET,FS,13,0,0,0,0,0,0,0,0,0,1,1,0,8.7,112.5
200,Whitney Mercilus,HOU,OLB,16,0,0,0,0,0,0,0,0,7.5,2,4,1,7,112.45
201,Mike Williams,LAC,WR,15,0,0,0,2,0,49,1001,2,0,0,0,0,7.5,112.3
202,James Conner,PIT,RB,10,0,0,0,464,4,34,251,3,0,0,0,0,11.2,111.5
203,Damien Williams,KC,RB,11,0,0,0,498,5,30,213,2,0,0,0,0,10.1,111.1
204,Devon Kennard,DET,OLB,16,0,0,0,0,0,0,0,0,7,0,1,2,6.9,110.4
205,Robby Anderson,NYJ,WR,16,0,0,0,4,0,52,779,5,0,0,0,0,6.9,110.3
206,Jason Sanders,MIA,K,16,0,0,0,0,0,1,1,1,0,0,0,0,6.9,110.1
207,Duke Johnson,HOU,RB,16,0,0,0,410,2,44,410,3,0,0,0,0,6.9,110
207,Robbie Gould,SF,K,13,0,0,0,0,0,0,0,0,0,0,0,0,8.5,110
209,Dont'a Hightower,NE,LB,15,0,0,0,0,0,0,0,0,5.5,0,0,1,7.3,109.75
210,Chris Conley,JAX,WR,16,0,0,0,0,0,47,775,5,0,0,0,0,6.8,109.5
210,Minkah Fitzpatrick,PIT,FS,16,0,0,0,0,0,0,0,0,0,5,2,3,6.8,109.5
212,Robert Quinn,DAL,OLB,14,0,0,0,0,0,0,0,0,11.5,0,2,0,7.8,109.1
213,Taylor Rapp,LAR,SS,15,0,0,0,0,0,0,0,0,0,2,0,1,7.3,109
213,Jessie Bates III,CIN,FS,16,0,0,0,0,0,0,0,0,0,3,1,1,6.8,109
213,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,43,11,14,9,6.8,109
216,Mason Rudolph,PIT,QB,10,1765,13,9,42,0,0,0,0,0,0,0,0,10.9,108.8
217,Justin Simmons,DEN,FS,16,0,0,0,0,0,0,0,0,0,4,0,0,6.8,108.5
218,Trey Flowers,DET,DE,15,0,0,0,0,0,0,0,0,7,0,5,0,7.2,108.1
219,Mason Crosby,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
219,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,41,17,12,7,6.8,108
221,Jamaal Williams,GB,RB,14,0,0,0,460,1,39,253,5,0,0,0,0,7.7,107.3
222,Austin Seibert,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
222,Randy Bullock,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
224,Brandon Graham,PHI,DE,16,0,0,0,0,0,0,0,0,8.5,0,1,2,6.7,106.85
225,Cole Holcomb,WAS,ILB,16,0,0,0,0,0,0,0,0,1,0,2,0,6.7,106.6
226,Josh Allen,JAX,DE,16,0,0,0,0,0,0,0,0,10.5,0,2,0,6.7,106.55
227,Ka'imi Fairbairn,HOU,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.6,106
228,Tre Flowers,SEA,CB,15,0,0,0,0,0,0,0,0,2,3,1,1,7,105.6
229,David Johnson,ARI,RB,13,0,0,0,345,2,36,370,4,0,0,0,0,8.1,105.5
230,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,32,10,12,9,6.6,105
231,Brett Maher,DAL,K,13,0,0,0,0,0,0,0,0,0,0,0,0,8,104
232,Tyrann Mathieu,KC,SS,16,0,0,0,0,0,0,0,0,2,4,0,0,6.5,103.9
233,Case Keenum,WAS,QB,10,1707,11,5,12,1,0,0,0,0,0,0,0,10.3,103.48
234,Matt Ioannidis,WAS,DT,16,0,0,0,0,0,0,0,0,8.5,0,0,0,6.5,103.3
235,Golden Tate,NYG,WR,11,0,0,0,16,0,49,676,6,0,0,0,0,9.4,103.2
236,Joe Haden,PIT,CB,16,0,0,0,0,0,0,0,0,0,5,1,1,6.4,103
236,Jake Elliott,PHI,K,16,0,0,1,0,0,0,0,0,0,0,0,0,6.4,103
238,Alexander Johnson,DEN,ILB,12,0,0,0,0,0,0,0,0,1.5,1,2,1,8.6,102.85
239,Larry Fitzgerald,ARI,WR,16,0,0,0,0,0,75,804,4,0,0,0,0,6.4,102.4
240,Nathan Gerry,PHI,OLB,16,0,0,0,0,0,0,0,0,2.5,2,0,1,6.4,102.2
241,Breshad Perriman,TB,WR,14,0,0,0,16,0,36,645,6,0,0,0,0,7.3,102.1
242,Tahir Whitehead,LV,OLB,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,102
243,Tavon Wilson,DET,SS,16,0,0,0,0,0,0,0,0,1,0,0,2,6.4,101.7
244,Stephon Gilmore,NE,CB,16,0,0,0,0,0,0,0,0,0,6,0,1,6.3,101.5
245,Benardrick McKinney,HOU,ILB,14,0,0,0,0,0,0,0,0,1,0,1,2,7.2,101.45
246,Jordan Howard,PHI,RB,10,0,0,0,525,6,10,69,1,0,0,0,0,10.1,101.4
247,Roquan Smith,CHI,ILB,12,0,0,0,0,0,0,0,0,2,1,0,0,8.4,101.1
247,Frank Clark,KC,DE,14,0,0,0,0,0,0,0,0,8,1,3,1,7.2,101.1
247,Tyrell Williams,LV,WR,14,0,0,0,0,0,42,651,6,0,0,0,0,7.2,101.1
250,Kevin King,GB,CB,15,0,0,0,0,0,0,0,0,1,5,1,0,6.7,100.7
251,Peyton Barber,TB,RB,16,0,0,0,470,6,16,115,1,0,0,0,0,6.3,100.5
252,Marquise Brown,BAL,WR,14,0,0,0,0,0,46,584,7,0,0,0,0,7.2,100.4
253,Christian Kirk,ARI,WR,13,0,0,0,93,0,68,709,3,0,0,0,0,7.7,100.2
254,Eddy Piñeiro,CHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
254,Dustin Hopkins,WAS,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
256,Randall Cobb,DAL,WR,15,0,0,0,11,0,55,828,3,0,0,1,0,6.7,99.9
256,Erik Harris,LV,SS,16,0,0,0,4,0,0,0,0,0,3,0,0,6.2,99.9
258,Royce Freeman,DEN,RB,16,0,0,0,496,3,43,256,1,0,0,0,0,6.2,99.2
259,Kevin Byard,TEN,FS,16,0,0,0,0,0,1,11,0,0,5,0,0,6.2,99.1
260,Thomas Davis Sr.,LAC,OLB,16,0,0,0,0,0,0,0,0,1,0,0,0,6.2,99.05
261,Kyle Fuller,CHI,CB,16,0,0,0,0,0,0,0,0,0,3,0,0,6.2,99
261,Dallas Cowboys,DAL,DST,16,0,0,0,0,0,0,0,0,39,7,12,10,6.2,99
261,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,40,10,9,6,6.2,99
261,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,47,10,14,9,6.2,99
265,Adrian Amos,GB,FS,16,0,0,0,0,0,0,0,0,1,2,0,0,6.2,98.9
266,Jonathan Allen,WAS,DT,15,0,0,0,0,0,0,0,0,6,0,1,1,6.6,98.65
267,Tre'Davious White,BUF,CB,15,0,0,0,0,0,0,0,0,1,6,1,0,6.6,98.4
